id,player_name,card_name_version,team,era,primary_position,secondary_positions,current_ovr,current_tier,offense,defense,playmaking,shooting,rebounding,athleticism,intangibles,durability,badges,archetype,source_file,source_line
zach-lavine-timberwolves,Zach LaVine (Timberwolves),Zach LaVine (Timberwolves),Minnesota Timberwolves,2014-2017,SG,PG,83,Sapphire,83,42,58,80,38,95,78,76,Athletic Freak;Shot Creator;Transition Force,Explosive Young Shotmaker,src/data/players.ts,839
al-harrington,Al Harrington,Al Harrington,Indiana Pacers,1998-2014,PF,SF,82,Sapphire,83,56,48,78,69,73,80,84,Three-Level Scorer;Mismatch Weapon;Bench Scorer,Scoring Combo Forward,src/data/players.ts,622
andre-drummond-2025-26,Andre Drummond (2025-26),Andre Drummond (2025-26),Philadelphia 76ers,2025-26,C,,82,Sapphire,80,83,78,79,91,83,84,86,Glass Cleaner,2025-26 Rotation Piece,src/data/players-current-2026.ts,428
andrea-bargnani,Andrea Bargnani,Andrea Bargnani,Toronto Raptors,2006-2016,PF,C,82,Sapphire,84,42,36,82,58,67,73,72,Elite Shooter;Mismatch Weapon;Bench Scorer,Stretch Scoring Big,src/data/players.ts,499
andris-biedrins,Andris Biedrins,Andris Biedrins,Golden State Warriors,2004-2014,C,,82,Sapphire,66,79,24,10,87,76,80,61,Glass Cleaner;Vertical Threat;Motor,Rim-Running Rebounding Center,src/data/players.ts,666
boris-diaw-spurs,Boris Diaw (Spurs),Boris Diaw (Spurs),San Antonio Spurs,Team-specific historical variant,PF,C,82,Sapphire,,,,,,,,,,,src/data/players.ts,890
bruce-brown-2025-26,Bruce Brown (2025-26),Bruce Brown (2025-26),Denver Nuggets,2025-26,SG,,82,Sapphire,79,83,80,82,84,84,81,97,,2025-26 Rotation Piece,src/data/players-current-2026.ts,429
bryant-reeves,Bryant Reeves,Bryant Reeves,Memphis Grizzlies,1995-2002,C,,82,Sapphire,80,62,46,56,78,42,82,63,Post Scorer;Glass Cleaner;Connector,Skilled Interior Scoring Center,src/data/players.ts,587
bub-carrington-2025-26,Bub Carrington (2025-26),Bub Carrington (2025-26),Washington Wizards,2025-26,PG,,82,Sapphire,83,76,88,90,81,83,78,97,,2025-26 Shotmaking Guard,src/data/players-current-2026.ts,491
cam-thomas-2025-26,Cam Thomas (2025-26),Cam Thomas (2025-26),Milwaukee Bucks,2025-26,SG,,82,Sapphire,84,76,86,83,77,82,78,81,,2025-26 Rotation Piece,src/data/players-current-2026.ts,577
collin-murray-boyles-2025-26,Collin Murray-Boyles (2025-26),Collin Murray-Boyles (2025-26),Toronto Raptors,2025-26,PF,,82,Sapphire,79,83,77,76,82,81,82,86,Switchable Big,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,335
craig-ehlo-cavs,Craig Ehlo (Cavs),Craig Ehlo (Cavs),Cleveland Cavaliers,1983-1997,SG,SF,82,Sapphire,79,72,50,82,44,68,83,87,Elite Shooter;Connector;Defensive IQ,Solid Two-Way Wing,src/data/players.ts,870
danilo-gallinari-knicks,Danilo Gallinari (Knicks),Danilo Gallinari (Knicks),New York Knicks,Team-specific historical variant,SF,PF,82,Sapphire,,,,,,,,,,,src/data/players.ts,891
daniss-jenkins-2025-26,Daniss Jenkins (2025-26),Daniss Jenkins (2025-26),Detroit Pistons,2025-26,PG,,82,Sapphire,83,85,88,85,80,85,87,92,,2025-26 Connector Creator,src/data/players-current-2026.ts,410
danny-green,Danny Green,Danny Green,San Antonio Spurs,2009-2023,SG,SF,82,Sapphire,76,83,42,84,42,72,86,82,Elite Shooter;Point-of-Attack;Champion DNA,3-and-D Championship Guard,src/data/players.ts,661
danny-wolf-2025-26,Danny Wolf (2025-26),Danny Wolf (2025-26),Brooklyn Nets,2025-26,PF,,82,Sapphire,80,81,81,81,85,82,79,84,,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,453
day-ron-sharpe-2025-26,Day'Ron Sharpe (2025-26),Day'Ron Sharpe (2025-26),Brooklyn Nets,2025-26,C,,82,Sapphire,88,88,85,80,92,88,87,87,Glass Cleaner;Point-of-Attack;Paint Pressure,2025-26 Interior Anchor,src/data/players-current-2026.ts,317
dennis-rodman-spurs,Dennis Rodman (Spurs),Dennis Rodman (Spurs),San Antonio Spurs,Team-specific historical variant,PF,C,82,Sapphire,,,,,,,,,,,src/data/players.ts,892
dereck-lively-ii-2025-26,Dereck Lively II (2025-26),Dereck Lively II (2025-26),Dallas Mavericks,2025-26,C,,82,Sapphire,82,84,81,81,86,84,82,72,,2025-26 Rotation Piece,src/data/players-current-2026.ts,495
doc-rivers,Doc Rivers,Doc Rivers,Atlanta Hawks,1983-1996,PG,SG,82,Sapphire,78,69,83,67,38,73,87,82,Floor General;Point-of-Attack;Connector,Steady Lead Guard,src/data/players.ts,429
dominick-barlow-2025-26,Dominick Barlow (2025-26),Dominick Barlow (2025-26),Philadelphia 76ers,2025-26,PF,,82,Sapphire,84,88,80,80,90,89,89,92,Switchable Big;Transition Force,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,386
duncan-robinson-2025-26,Duncan Robinson (2025-26),Duncan Robinson (2025-26),Detroit Pistons,2025-26,SF,,82,Sapphire,88,84,87,94,79,84,94,96,Elite Shooter,2025-26 Floor Spacer,src/data/players-current-2026.ts,319
dylan-cardwell-2025-26,Dylan Cardwell (2025-26),Dylan Cardwell (2025-26),Sacramento Kings,2025-26,C,,82,Sapphire,80,84,78,82,89,84,81,81,Glass Cleaner,2025-26 Rotation Piece,src/data/players-current-2026.ts,456
eric-snow-76ers,Eric Snow (76ers),Eric Snow (76ers),Philadelphia 76ers,1995-2008,PG,SG,82,Sapphire,68,84,84,56,38,69,88,84,Floor General;Point-of-Attack;Defensive IQ,Defensive Floor General,src/data/players.ts,721
gg-jackson-ii-2025-26,GG Jackson II (2025-26),GG Jackson II (2025-26),Memphis Grizzlies,2025-26,PF,,82,Sapphire,82,78,78,80,81,82,81,83,Paint Pressure,2025-26 Rotation Piece,src/data/players-current-2026.ts,388
gui-santos-2025-26,Gui Santos (2025-26),Gui Santos (2025-26),Golden State Warriors,2025-26,PF,,82,Sapphire,86,86,85,86,87,86,86,90,,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,337
harrison-barnes-2025-26,Harrison Barnes (2025-26),Harrison Barnes (2025-26),San Antonio Spurs,2025-26,PF,,82,Sapphire,85,83,85,91,81,85,91,95,Elite Shooter,2025-26 Floor Spacer,src/data/players-current-2026.ts,363
isaiah-collier-2025-26,Isaiah Collier (2025-26),Isaiah Collier (2025-26),Utah Jazz,2025-26,PG,,82,Sapphire,84,80,87,78,76,85,80,87,Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,434
isaiah-stewart-2025-26,Isaiah Stewart (2025-26),Isaiah Stewart (2025-26),Detroit Pistons,2025-26,C,,82,Sapphire,84,89,77,82,84,85,89,86,,2025-26 Rotation Piece,src/data/players-current-2026.ts,364
jaden-ivey-2025-26,Jaden Ivey (2025-26),Jaden Ivey (2025-26),Chicago Bulls,2025-26,SG,,82,Sapphire,82,81,81,84,79,80,82,79,,2025-26 Rotation Piece,src/data/players-current-2026.ts,458
jae-crowder-celtics,Jae Crowder (Celtics),Jae Crowder (Celtics),Boston Celtics,Team-specific historical variant,SF,PF,82,Sapphire,,,,,,,,,,,src/data/players.ts,893
jalen-smith-2025-26,Jalen Smith (2025-26),Jalen Smith (2025-26),Chicago Bulls,2025-26,C,,82,Sapphire,86,84,82,87,91,85,86,84,Glass Cleaner,2025-26 Rotation Piece,src/data/players-current-2026.ts,389
jared-mccain-2025-26,Jared McCain (2025-26),Jared McCain (2025-26),Oklahoma City Thunder,2025-26,SG,,82,Sapphire,85,80,84,90,78,81,85,89,,2025-26 Floor Spacer,src/data/players-current-2026.ts,533
jeremy-lin,Jeremy Lin,Jeremy Lin,New York Knicks,2010-2019,PG,SG,82,Sapphire,82,48,81,75,38,79,85,63,Paint Pressure;Floor General;Clutch,Burst Pick-and-Roll Guard,src/data/players.ts,691
jose-calderon-raptors,Jose Calderon (Raptors),Jose Calderon (Raptors),Toronto Raptors,Team-specific historical variant,PG,SG,82,Sapphire,,,,,,,,,,,src/data/players.ts,894
julian-champagnie-2025-26,Julian Champagnie (2025-26),Julian Champagnie (2025-26),San Antonio Spurs,2025-26,SF,,82,Sapphire,79,82,76,87,82,80,84,97,Elite Shooter;Glass Cleaner;Wing Stopper,2025-26 Two-Way Wing,src/data/players-current-2026.ts,272
julius-randle-lakers,Julius Randle (Lakers),Julius Randle (Lakers),Los Angeles Lakers,2014-2018,PF,C,82,Sapphire,79,64,54,46,79,79,79,78,Paint Pressure;Motor;Glass Cleaner,Young Bully-Ball Forward,src/data/players.ts,837
jusuf-nurkic-2025-26,Jusuf Nurkic (2025-26),Jusuf Nurkic (2025-26),Utah Jazz,2025-26,C,,82,Sapphire,85,88,87,82,92,88,84,81,Glass Cleaner;Point-of-Attack,2025-26 Interior Anchor,src/data/players-current-2026.ts,344
kelly-oubre-jr-2025-26,Kelly Oubre Jr. (2025-26),Kelly Oubre Jr. (2025-26),Philadelphia 76ers,2025-26,SF,,82,Sapphire,86,87,82,88,87,89,86,85,Transition Force;Paint Pressure,2025-26 Two-Way Wing,src/data/players-current-2026.ts,345
kendrick-perkins,Kendrick Perkins,Kendrick Perkins,Boston Celtics,2003-2018,C,,82,Sapphire,61,87,23,18,84,53,86,76,Paint Anchor;Rim Protector;Champion DNA,Physical Paint Anchor,src/data/players.ts,643
kenny-smith,Kenny Smith,Kenny Smith,Houston Rockets,1987-1997,PG,SG,82,Sapphire,82,48,81,85,30,74,84,78,Floor General;Elite Shooter;Tempo Control,Tempo Shooting Point Guard,src/data/players.ts,605
kerry-kittles,Kerry Kittles,Kerry Kittles,Brooklyn Nets,1996-2005,SG,SF,82,Sapphire,81,68,54,82,42,76,80,63,Elite Shooter;Transition Force;Wing Stopper,Two-Way Spacing Wing,src/data/players.ts,627
kirk-hinrich-bulls,Kirk Hinrich (Bulls),Kirk Hinrich (Bulls),Chicago Bulls,Team-specific historical variant,PG,SG,82,Sapphire,,,,,,,,,,,src/data/players.ts,895
kyle-korver-jazz,Kyle Korver (Jazz),Kyle Korver (Jazz),Utah Jazz,Team-specific historical variant,SG,SF,82,Sapphire,,,,,,,,,,,src/data/players.ts,896
lance-stephenson,Lance Stephenson,Lance Stephenson,Indiana Pacers,2010-2022,SG,SF;PG,82,Sapphire,79,69,72,66,55,80,82,76,Connector;Point-of-Attack;Transition Force,Chaotic Two-Way Connector,src/data/players.ts,472
lou-williams-hawks,Lou Williams (Hawks),Lou Williams (Hawks),Atlanta Hawks,Team-specific historical variant,SG,PG,82,Sapphire,,,,,,,,,,,src/data/players.ts,897
marcin-gortat,Marcin Gortat,Marcin Gortat,Washington Wizards,2007-2020,C,,82,Sapphire,73,78,34,26,84,72,83,84,Glass Cleaner;Roll Threat;Paint Anchor,Screening Rebound Anchor,src/data/players.ts,651
marcus-smart-2025-26,Marcus Smart (2025-26),Marcus Smart (2025-26),Los Angeles Lakers,2025-26,SG,,82,Sapphire,81,88,84,86,80,88,84,89,Wing Stopper;Point-of-Attack,2025-26 Transition Threat,src/data/players-current-2026.ts,464
matt-barnes-clippers,Matt Barnes (Clippers),Matt Barnes (Clippers),Los Angeles Clippers,2012-2015,SF,PF;SG,82,Sapphire,72,84,48,79,58,70,89,79,Wing Stopper;Motor;Connector,Enforcer Glue Wing,src/data/players.ts,657
max-strus-2025-26,Max Strus (2025-26),Max Strus (2025-26),Cleveland Cavaliers,2025-26,SF,,82,Sapphire,80,74,78,85,80,77,80,73,,2025-26 Floor Spacer,src/data/players-current-2026.ts,484
mehmet-okur-pistons,Mehmet Okur (Pistons),Mehmet Okur (Pistons),Detroit Pistons,Team-specific historical variant,C,PF,82,Sapphire,,,,,,,,,,,src/data/players.ts,898
mike-miller-grizzlies,Mike Miller (Grizzlies),Mike Miller (Grizzlies),Memphis Grizzlies,Team-specific historical variant,SG,SF,82,Sapphire,,,,,,,,,,,src/data/players.ts,899
moussa-diabat-2025-26,Moussa Diabaté (2025-26),Moussa Diabaté (2025-26),Charlotte Hornets,2025-26,C,,82,Sapphire,81,85,77,79,90,85,84,94,Glass Cleaner;Rim Protector;Vertical Threat,2025-26 Interior Anchor,src/data/players-current-2026.ts,277
muggsy-bogues,Muggsy Bogues,Muggsy Bogues,Charlotte Hornets,1987-2001,PG,,82,Sapphire,78,66,92,68,26,82,91,81,Floor General;Tempo Control;Point-of-Attack,Tiny Table Setter,src/data/players.ts,553
neemias-queta-2025-26,Neemias Queta (2025-26),Neemias Queta (2025-26),Boston Celtics,2025-26,C,,82,Sapphire,80,84,74,72,87,83,83,95,Glass Cleaner;Rim Protector;Vertical Threat,2025-26 Interior Anchor,src/data/players-current-2026.ts,250
nick-young-wizards,Nick Young (Wizards),Nick Young (Wizards),Washington Wizards,2007-2012,SG,SF,82,Sapphire,84,36,32,82,33,77,77,79,Bench Scorer;Shot Creator;Clutch,Confident Bench Gunner,src/data/players.ts,844
obi-toppin-2025-26,Obi Toppin (2025-26),Obi Toppin (2025-26),Indiana Pacers,2025-26,PF,,82,Sapphire,87,80,86,87,84,81,85,76,,2025-26 Rotation Piece,src/data/players-current-2026.ts,421
paul-pierce-nets,Paul Pierce (Nets),Paul Pierce (Nets),Brooklyn Nets,Team-specific historical variant,SF,PF,82,Sapphire,,,,,,,,,,,src/data/players.ts,900
paul-reed-2025-26,Paul Reed (2025-26),Paul Reed (2025-26),Detroit Pistons,2025-26,C,,82,Sapphire,79,83,76,75,82,80,82,87,Rim Protector;Point-of-Attack,2025-26 Interior Anchor,src/data/players-current-2026.ts,330
rajon-rondo-lakers,Rajon Rondo (Lakers),Rajon Rondo (Lakers),Los Angeles Lakers,Team-specific historical variant,PG,SG,82,Sapphire,,,,,,,,,,,src/data/players.ts,901
robert-williams-2025-26,Robert Williams (2025-26),Robert Williams (2025-26),Portland Trail Blazers,2025-26,C,,82,Sapphire,86,88,81,84,91,85,88,86,Glass Cleaner,2025-26 Interior Anchor,src/data/players-current-2026.ts,354
royce-o-neale-2025-26,Royce O'Neale (2025-26),Royce O'Neale (2025-26),Phoenix Suns,2025-26,SF,,82,Sapphire,78,84,79,86,81,80,83,96,Elite Shooter;Wing Stopper,2025-26 Two-Way Wing,src/data/players-current-2026.ts,306
sam-hauser-2025-26,Sam Hauser (2025-26),Sam Hauser (2025-26),Boston Celtics,2025-26,PF,,82,Sapphire,84,84,84,93,85,83,92,96,Elite Shooter,2025-26 Floor Spacer,src/data/players-current-2026.ts,377
sandro-mamukelashvili-2025-26,Sandro Mamukelashvili (2025-26),Sandro Mamukelashvili (2025-26),Toronto Raptors,2025-26,C,,82,Sapphire,81,81,78,84,82,80,83,95,Rim Protector,2025-26 Interior Anchor,src/data/players-current-2026.ts,258
shane-battier-heat,Shane Battier (Heat),Shane Battier (Heat),Miami Heat,2011-2014,SF,PF,82,Sapphire,70,90,42,83,50,58,94,82,Wing Stopper;Defensive IQ;Champion DNA,Championship 3-and-D Thinker,src/data/players.ts,709
shawn-bradley,Shawn Bradley,Shawn Bradley,Dallas Mavericks,1993-2005,C,,82,Sapphire,58,91,20,26,78,52,80,69,Rim Protector;Paint Anchor;Defensive IQ,Towering Rim Deterrent,src/data/players.ts,676
shawn-marion-heat,Shawn Marion (Heat),Shawn Marion (Heat),Miami Heat,Team-specific historical variant,SF,PF,82,Sapphire,,,,,,,,,,,src/data/players.ts,902
stephen-jackson,Stephen Jackson,Stephen Jackson,Golden State Warriors,1997-2014,SF,SG,82,Sapphire,81,67,55,77,44,73,83,79,Shot Creator;Off-Ball Gravity;Clutch,Shotmaking Wing Enforcer,src/data/players.ts,542
taylor-hendricks-2025-26,Taylor Hendricks (2025-26),Taylor Hendricks (2025-26),Memphis Grizzlies,2025-26,PF,,82,Sapphire,82,84,79,84,86,85,83,86,,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,504
tayshaun-prince-grizzlies,Tayshaun Prince (Grizzlies),Tayshaun Prince (Grizzlies),Memphis Grizzlies,Team-specific historical variant,SF,PF,82,Sapphire,,,,,,,,,,,src/data/players.ts,903
trevor-ariza-wizards,Trevor Ariza (Wizards),Trevor Ariza (Wizards),Washington Wizards,2012-2014,SF,SG,82,Sapphire,72,85,40,80,52,76,84,79,Wing Stopper;Transition Force;Elite Shooter,Athletic 3-and-D Wing,src/data/players.ts,733
tristan-thompson,Tristan Thompson,Tristan Thompson,Cleveland Cavaliers,2011-2024,C,PF,82,Sapphire,70,79,30,20,88,78,87,82,Glass Cleaner;Motor;Switchable Big,Switchable Energy Rebound Big,src/data/players.ts,639
tristan-vukcevic-2025-26,Tristan Vukcevic (2025-26),Tristan Vukcevic (2025-26),Washington Wizards,2025-26,C,,82,Sapphire,82,78,76,82,81,80,80,80,,2025-26 Rotation Piece,src/data/players-current-2026.ts,444
ty-jerome-2025-26,Ty Jerome (2025-26),Ty Jerome (2025-26),Memphis Grizzlies,2025-26,SG,,82,Sapphire,87,82,88,89,81,84,85,75,Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,401
ziaire-williams-2025-26,Ziaire Williams (2025-26),Ziaire Williams (2025-26),Brooklyn Nets,2025-26,SF,,82,Sapphire,84,87,80,87,79,87,84,86,Point-of-Attack,2025-26 Two-Way Wing,src/data/players-current-2026.ts,448
anderson-varejao,Anderson Varejao,Anderson Varejao,Cleveland Cavaliers,2004-2017,C,PF,81,Sapphire,66,82,40,28,85,74,91,66,Motor;Glass Cleaner;Defensive IQ,Chaos Energy Big,src/data/players.ts,638
andray-blatche-nets,Andray Blatche (Nets),Andray Blatche (Nets),Brooklyn Nets,Team-specific historical variant,PF,C,81,Sapphire,,,,,,,,,,,src/data/players.ts,904
andrea-bargnani-knicks,Andrea Bargnani (Knicks),Andrea Bargnani (Knicks),New York Knicks,Team-specific historical variant,C,PF,81,Sapphire,,,,,,,,,,,src/data/players.ts,905
baylor-scheierman-2025-26,Baylor Scheierman (2025-26),Baylor Scheierman (2025-26),Boston Celtics,2025-26,SG,,81,Sapphire,78,79,78,86,80,76,84,91,,2025-26 Perimeter Sniper,src/data/players-current-2026.ts,404
brook-lopez-2025-26,Brook Lopez (2025-26),Brook Lopez (2025-26),Los Angeles Clippers,2025-26,C,,81,Sapphire,78,83,78,83,81,80,83,94,,2025-26 Rotation Piece,src/data/players-current-2026.ts,408
bruce-bowen,Bruce Bowen,Bruce Bowen,San Antonio Spurs,1993-2009,SF,SG,81,Sapphire,62,96,34,79,42,68,89,87,Wing Stopper;Defensive IQ;Elite Shooter,Corner Three Stopper,src/data/players.ts,607
caris-levert-2025-26,Caris LeVert (2025-26),Caris LeVert (2025-26),Detroit Pistons,2025-26,SG,,81,Sapphire,79,84,81,80,75,81,81,84,Wing Stopper,2025-26 Rotation Piece,src/data/players-current-2026.ts,473
chris-andersen,Chris Andersen,Chris Andersen,Miami Heat,1999-2017,C,PF,81,Sapphire,69,88,24,18,82,85,85,67,Rim Protector;Vertical Threat;Motor,Energy Shot-Blocking Big,src/data/players.ts,618
clint-capela-2025-26,Clint Capela (2025-26),Clint Capela (2025-26),Houston Rockets,2025-26,C,,81,Sapphire,81,87,79,82,89,85,87,92,,2025-26 Rotation Piece,src/data/players-current-2026.ts,451
danny-green-raptors,Danny Green (Raptors),Danny Green (Raptors),Toronto Raptors,2018-2019,SG,SF,81,Sapphire,74,84,38,84,40,69,87,83,Elite Shooter;Point-of-Attack;Champion DNA,Championship 3-and-D Guard,src/data/players.ts,728
de-andre-hunter-2025-26,De'Andre Hunter (2025-26),De'Andre Hunter (2025-26),Sacramento Kings,2025-26,SF,,81,Sapphire,84,80,82,85,84,84,81,82,,2025-26 Rotation Piece,src/data/players-current-2026.ts,494
de-anthony-melton-2025-26,De'Anthony Melton (2025-26),De'Anthony Melton (2025-26),Golden State Warriors,2025-26,PG,,81,Sapphire,78,83,79,79,78,81,77,80,Point-of-Attack,2025-26 Rotation Piece,src/data/players-current-2026.ts,430
dean-wade-2025-26,Dean Wade (2025-26),Dean Wade (2025-26),Cleveland Cavaliers,2025-26,PF,,81,Sapphire,81,86,83,86,86,83,88,87,,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,431
dell-curry,Dell Curry,Dell Curry,Charlotte Hornets,1986-2002,SG,PG,81,Sapphire,83,46,44,94,31,61,84,84,Elite Shooter;Off-Ball Gravity;Bench Scorer,Bench Floor Spacer,src/data/players.ts,568
dennis-schr-der-2025-26,Dennis Schröder (2025-26),Dennis Schröder (2025-26),Cleveland Cavaliers,2025-26,PG,,81,Sapphire,81,78,85,81,76,82,80,92,,2025-26 Connector Creator,src/data/players-current-2026.ts,454
derrick-jones-jr-2025-26,Derrick Jones Jr. (2025-26),Derrick Jones Jr. (2025-26),Los Angeles Clippers,2025-26,SF,,81,Sapphire,85,86,82,86,84,87,87,84,,2025-26 Two-Way Wing,src/data/players-current-2026.ts,384
devin-harris,Devin Harris,Devin Harris,Brooklyn Nets,2004-2019,PG,SG,81,Sapphire,81,58,80,72,35,84,80,77,Paint Pressure;Transition Force;Floor General,Jet-Speed Lead Guard,src/data/players.ts,634
gary-trent-jr-2025-26,Gary Trent Jr. (2025-26),Gary Trent Jr. (2025-26),Milwaukee Bucks,2025-26,SG,,81,Sapphire,80,76,81,87,74,79,79,89,,2025-26 Rotation Piece,src/data/players-current-2026.ts,655
glen-davis,Glen Davis,Glen Davis,Boston Celtics,2007-2015,PF,C,81,Sapphire,80,69,38,68,76,62,83,74,Bench Scorer;Motor;Midrange Surgeon,Bruising Bench Big,src/data/players.ts,645
goga-bitadze-2025-26,Goga Bitadze (2025-26),Goga Bitadze (2025-26),Orlando Magic,2025-26,C,,81,Sapphire,85,88,83,80,89,86,88,87,,2025-26 Interior Anchor,src/data/players-current-2026.ts,362
grant-williams-2025-26,Grant Williams (2025-26),Grant Williams (2025-26),Charlotte Hornets,2025-26,PF,,81,Sapphire,78,79,76,82,80,78,80,79,,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,433
iman-shumpert-knicks,Iman Shumpert (Knicks),Iman Shumpert (Knicks),New York Knicks,Team-specific historical variant,SG,SF,81,Sapphire,,,,,,,,,,,src/data/players.ts,906
isaiah-jackson-2025-26,Isaiah Jackson (2025-26),Isaiah Jackson (2025-26),Los Angeles Clippers,2025-26,C,,81,Sapphire,81,83,75,76,84,83,81,84,,2025-26 Rotation Piece,src/data/players-current-2026.ts,413
isaiah-joe-2025-26,Isaiah Joe (2025-26),Isaiah Joe (2025-26),Oklahoma City Thunder,2025-26,SG,,81,Sapphire,88,85,84,94,80,84,92,92,Elite Shooter,2025-26 Perimeter Sniper,src/data/players-current-2026.ts,324
jamal-shead-2025-26,Jamal Shead (2025-26),Jamal Shead (2025-26),Toronto Raptors,2025-26,PG,,81,Sapphire,79,85,89,82,76,84,84,96,,2025-26 Connector Creator,src/data/players-current-2026.ts,531
jarace-walker-2025-26,Jarace Walker (2025-26),Jarace Walker (2025-26),Indiana Pacers,2025-26,PF,,81,Sapphire,84,84,85,88,88,86,82,95,,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,415
javonte-green-2025-26,Javonte Green (2025-26),Javonte Green (2025-26),Detroit Pistons,2025-26,SG,,81,Sapphire,84,90,79,88,84,86,91,95,Wing Stopper;Point-of-Attack,2025-26 Floor Spacer,src/data/players-current-2026.ts,366
jay-huff-2025-26,Jay Huff (2025-26),Jay Huff (2025-26),Indiana Pacers,2025-26,C,,81,Sapphire,86,88,83,87,87,86,90,96,,2025-26 Rotation Piece,src/data/players-current-2026.ts,341
jaylin-williams-2025-26,Jaylin Williams (2025-26),Jaylin Williams (2025-26),Oklahoma City Thunder,2025-26,PF,,81,Sapphire,83,88,85,88,88,84,89,89,Switchable Big,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,368
