id,player_name,canonical_name,card_name_version,team,era,primary_position,secondary_positions,current_ovr,proposed_ovr,delta,current_tier,proposed_tier,internal_score,peak_ability,career_achievement,longevity,playoff_performance,awards_honors,historical_impact,badges,archetype,model_source,confidence,evidence_level,nearest_anchor_above_or_equal,nearest_anchor_below_or_equal,manual_review,manual_review_reason,reasoning,source_file,source_line
bruce-bowen,Bruce Bowen,Bruce Bowen,Bruce Bowen,San Antonio Spurs,1993-2009,SF,SG,81,80,-1,Sapphire,Sapphire,80,83,78.5,77.9,78.8,78.5,78.5,Wing Stopper;Defensive IQ;Elite Shooter,Corner Three Stopper,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,607
cason-wallace-2025-26,Cason Wallace (2025-26),Cason Wallace,Cason Wallace (2025-26),Oklahoma City Thunder,2025-26,SG,,83,80,-3,Sapphire,Sapphire,80,82.5,78.7,77.7,79.9,78.4,79.2,Wing Stopper;Point-of-Attack,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,359
christian-braun-2025-26,Christian Braun (2025-26),Christian Braun,Christian Braun (2025-26),Denver Nuggets,2025-26,SG,,83,80,-3,Sapphire,Sapphire,80,82.5,78.7,77.7,79.9,78.4,79.2,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,382
danilo-gallinari-knicks,Danilo Gallinari (Knicks),Danilo Gallinari,Danilo Gallinari (Knicks),New York Knicks,Team-specific historical variant,SF,PF,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,891
dennis-rodman-spurs,Dennis Rodman (Spurs),Dennis Rodman,Dennis Rodman (Spurs),San Antonio Spurs,Team-specific historical variant,PF,C,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,892
herbert-jones-2025-26,Herbert Jones (2025-26),Herbert Jones,Herbert Jones (2025-26),New Orleans Pelicans,2025-26,SF,,83,80,-3,Sapphire,Sapphire,80,82.5,78.7,77.7,79.9,78.4,79.2,Wing Stopper;Point-of-Attack,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,477
jonathan-kuminga-2025-26,Jonathan Kuminga (2025-26),Jonathan Kuminga,Jonathan Kuminga (2025-26),Atlanta Hawks,2025-26,PF,,83,80,-3,Sapphire,Sapphire,80,82.5,78.7,77.7,79.9,78.4,79.2,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,437
jose-alvarado-2025-26,Jose Alvarado (2025-26),Jose Alvarado,Jose Alvarado (2025-26),New York Knicks,2025-26,PG,,83,80,-3,Sapphire,Sapphire,80,82.5,78.7,77.7,79.9,78.4,79.2,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,479
jose-calderon-raptors,Jose Calderon (Raptors),Jose Calderon,Jose Calderon (Raptors),Toronto Raptors,Team-specific historical variant,PG,SG,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,894
kirk-hinrich-bulls,Kirk Hinrich (Bulls),Kirk Hinrich,Kirk Hinrich (Bulls),Chicago Bulls,Team-specific historical variant,PG,SG,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,895
kyle-korver-jazz,Kyle Korver (Jazz),Kyle Korver,Kyle Korver (Jazz),Utah Jazz,Team-specific historical variant,SG,SF,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,896
lou-williams-hawks,Lou Williams (Hawks),Lou Williams,Lou Williams (Hawks),Atlanta Hawks,Team-specific historical variant,SG,PG,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,897
mehmet-okur-pistons,Mehmet Okur (Pistons),Mehmet Okur,Mehmet Okur (Pistons),Detroit Pistons,Team-specific historical variant,C,PF,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,898
mike-miller-grizzlies,Mike Miller (Grizzlies),Mike Miller,Mike Miller (Grizzlies),Memphis Grizzlies,Team-specific historical variant,SG,SF,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,899
rajon-rondo-lakers,Rajon Rondo (Lakers),Rajon Rondo,Rajon Rondo (Lakers),Los Angeles Lakers,Team-specific historical variant,PG,SG,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,901
ryan-dunn-2025-26,Ryan Dunn (2025-26),Ryan Dunn,Ryan Dunn (2025-26),Phoenix Suns,2025-26,SF,,83,80,-3,Sapphire,Sapphire,80,82.5,78.7,77.7,79.9,78.4,79.2,Wing Stopper;Point-of-Attack,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,465
steven-adams-2025-26,Steven Adams (2025-26),Steven Adams,Steven Adams (2025-26),Houston Rockets,2025-26,C,,83,80,-3,Sapphire,Sapphire,80,82.5,78.7,77.7,79.9,78.4,79.2,,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,503
tayshaun-prince-grizzlies,Tayshaun Prince (Grizzlies),Tayshaun Prince,Tayshaun Prince (Grizzlies),Memphis Grizzlies,Team-specific historical variant,SF,PF,82,80,-2,Sapphire,Sapphire,80,81.5,79.5,78.5,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,903
zach-edey-2025-26,Zach Edey (2025-26),Zach Edey,Zach Edey (2025-26),Memphis Grizzlies,2025-26,C,,83,80,-3,Sapphire,Sapphire,80,82.5,78.7,77.7,79.9,78.4,79.2,Paint Pressure,2025-26 Rotation Piece,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,447
jae-crowder-celtics,Jae Crowder (Celtics),Jae Crowder,Jae Crowder (Celtics),Boston Celtics,Team-specific historical variant,SF,PF,82,80,-2,Sapphire,Sapphire,79.9,81.5,79.5,77.6,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,893
paul-pierce-nets,Paul Pierce (Nets),Paul Pierce,Paul Pierce (Nets),Brooklyn Nets,Team-specific historical variant,SF,PF,82,80,-2,Sapphire,Sapphire,79.9,81.5,79.5,77.6,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,900
shawn-marion-heat,Shawn Marion (Heat),Shawn Marion,Shawn Marion (Heat),Miami Heat,Team-specific historical variant,SF,PF,82,80,-2,Sapphire,Sapphire,79.9,81.5,79.5,77.6,79.8,79.2,78.2,,,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,902
chris-andersen,Chris Andersen,Chris Andersen,Chris Andersen,Miami Heat,1999-2017,C,PF,81,80,-1,Sapphire,Sapphire,79.8,82.5,78.5,77.5,78.8,78.7,78.1,Rim Protector;Vertical Threat;Motor,Energy Shot-Blocking Big,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,618
manute-bol,Manute Bol,Manute Bol,Manute Bol,Golden State Warriors,1985-1995,C,,81,80,-1,Sapphire,Sapphire,79.8,82.4,78.5,77.9,78.8,78.7,77.5,Rim Protector;Defensive IQ;Paint Anchor,Extreme Shot-Blocking Specialist,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,548
moussa-diabat-2025-26,Moussa Diabaté (2025-26),Moussa Diabaté,Moussa Diabaté (2025-26),Charlotte Hornets,2025-26,C,,82,80,-2,Sapphire,Sapphire,79.8,83.4,77.7,76.7,78.9,78.2,78.8,Glass Cleaner;Rim Protector;Vertical Threat,2025-26 Interior Anchor,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,277
neemias-queta-2025-26,Neemias Queta (2025-26),Neemias Queta,Neemias Queta (2025-26),Boston Celtics,2025-26,C,,82,80,-2,Sapphire,Sapphire,79.8,83.4,77.7,76.7,78.9,78.2,78.8,Glass Cleaner;Rim Protector;Vertical Threat,2025-26 Interior Anchor,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,250
paul-reed-2025-26,Paul Reed (2025-26),Paul Reed,Paul Reed (2025-26),Detroit Pistons,2025-26,C,,82,80,-2,Sapphire,Sapphire,79.8,83.4,77.7,76.7,78.9,78.2,78.8,Rim Protector;Point-of-Attack,2025-26 Interior Anchor,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,330
sandro-mamukelashvili-2025-26,Sandro Mamukelashvili (2025-26),Sandro Mamukelashvili,Sandro Mamukelashvili (2025-26),Toronto Raptors,2025-26,C,,82,80,-2,Sapphire,Sapphire,79.8,83.4,77.7,76.7,78.9,78.2,78.8,Rim Protector,2025-26 Interior Anchor,proxy-model,low,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players-current-2026.ts,258
derek-fisher,Derek Fisher,Derek Fisher,Derek Fisher,Los Angeles Lakers,1996-2014,PG,SG,80,80,0,Sapphire,Sapphire,79.7,81.1,80,76.5,82.1,77.9,77.3,Clutch;Champion DNA;Elite Shooter,Championship Connector Guard,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,652
kyle-korver-bulls,Kyle Korver (Bulls),Kyle Korver,Kyle Korver (Bulls),Chicago Bulls,2010-2012,SG,SF,81,80,-1,Sapphire,Sapphire,79.7,82.1,78.5,77.8,79.2,78.2,78.9,Elite Shooter;Off-Ball Gravity;Connector,Spot-Up Shooting Specialist,proxy-model,medium,game-data proxy; verify with Basketball Reference/NBA evidence before production merge,Michael Jordan (100),,yes,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails.",src/data/players.ts,595
